n_clones,xhat_clones,yhat_clones,R_clones,zhat_clones,ihat_clones,ihat_degrees_clones,What_clones,What_degrees_clones,threeRsquaredovern_clones,T11_clones,T12_clones,T13_clones,T21_clones,T22_clones,T23_clones,T31_clones,T32_clones,T33_clones,tau1hat_clones,tau2hat_clones,tau3hat_clones,tau1bar_clones,tau2bar_clones,tau3bar_clones,lambdahat_clones,muhat_clones,nuhat_clones,Gamma_clones,Pn_clones,p_clones,thetahat_clones,phihat_clones,alphahat_clones,betahat_clones,alphahat_degrees_clones,betahat_degrees_clones,Rbar_clones,d_clones,sigmahat_clones,alphaconfidence,q_clones,q_degrees_clones,kappahat_clones,dof_clones,kappaL_clones,kappaU_clones,qkappa_clones,qkappa_degrees_clones,ME_clones,MU_clones,MN_clones,sigma_clones,sigma_degrees_clones,CR_clones,sigmahat_mle_clones,sigmahat_mle_degrees_clones,n_noclones,xhat_noclones,yhat_noclones,R_noclones,zhat_noclones,ihat_noclones,ihat_degrees_noclones,What_noclones,What_degrees_noclones,threeRsquaredovern_noclones,T11_noclones,T12_noclones,T13_noclones,T21_noclones,T22_noclones,T23_noclones,T31_noclones,T32_noclones,T33_noclones,tau1hat_noclones,tau2hat_noclones,tau3hat_noclones,tau1bar_noclones,tau2bar_noclones,tau3bar_noclones,lambdahat_noclones,muhat_noclones,nuhat_noclones,Gamma_noclones,Pn_noclones,p_noclones,thetahat_noclones,phihat_noclones,alphahat_noclones,betahat_noclones,alphahat_degrees_noclones,betahat_degrees_noclones,Rbar_noclones,d_noclones,sigmahat_noclones,q_noclones,q_degrees_noclones,kappahat_noclones,dof_noclones,kappaL_noclones,kappaU_noclones,qkappa_noclones,qkappa_degrees_noclones,ME_noclones,MU_noclones,MN_noclones,sigma_noclones,sigma_degrees_noclones,CR_noclones,sigmahat_mle_noclones,sigmahat_mle_degrees_noclones
424,0.05424347730286517,0.036388013770539566,410.75208589021145,0.9978644986289112,0.06536454490369265,3.7451125527749425,2.1616739463481136,123.85479380913607,1193.754311767639,12.14829518466647,-2.9845446570856455,20.949623646389945,-2.9845446570856455,14.742315283899682,13.659037851760802,20.949623646389945,13.659037851760802,397.10938953143386,8.581316759356719,16.699484406910916,398.7191988337323,0.02023895462112434,0.039385576431393676,0.940375468947482,0.05381071543082277,-0.8347914840609835,0.5479302738890082,0.10035095122397475,-0.3983482531903593,1.22039445053017,0.06536454490369265,0.5908776195532169,0.06536454490369265,0.5908776195532169,3.7451125527749425,33.854793809136055,0.9687549195523855,0.05962626613960065,0.01224114261920325,0.003,0.029508084491600087,1.6906887028841224,31.929554833651576,846,27.518071764782142,36.733805628586566,0.029867138943441528,1.7112610075900203,2.3616368086811175,1.7935983703695308,16.251834191020137,0.17697159626907633,10.13972555991122,1.0,0.17817177798647924,10.20849090696717,431,0.051422697609526745,0.035185522192719386,417.39593097986807,0.998056954887137,0.06234861147593157,3.5723122960718094,2.170867351575645,124.38153712802712,1212.6637809643908,12.322409915565103,-3.1777235632136716,20.26235955746764,-3.1777235632136716,15.112418844287433,13.368695512397199,20.26235955746764,13.368695512397199,403.5651712401475,8.75442296697214,17.18782884285563,405.0577481901721,0.020311886234274112,0.039878953231683605,0.9398091605340423,0.05122216746211167,-0.8352197892136539,0.5475255183700416,0.10091353452912799,-0.42382433148561055,1.236039313715447,0.06234861147593157,0.6000710247807485,0.06234861147593157,0.6000710247807485,3.5723122960718094,34.38153712802713,0.9684360347560744,0.06019261942176146,0.012202871713027807,0.029415803279257788,1.6854013788885582,31.60819012044603,860,27.27523351200132,36.32363373145058,0.029777045014814665,1.7060990057199483,2.4861033650987756,1.8370565386773106,16.384231672651556,0.17786896810365857,10.191141178686694,1.0,0.17909949580411155,10.261645222496588
