packed_designation,a_au,e,i_deg,w_deg,W_deg,M_deg
q3760,39.34027397174252,0.1415870781897573,9.814129171107446,208.6280742538358,40.66310303837519,231.6067522445158
q3764,39.48909998718926,0.2517697951781735,19.53703755111986,288.8628099794197,194.4774220002417,345.6644627802167
q3766,39.42030702752593,0.2234990800012465,26.06514554721176,197.4050454339925,197.1137656801379,23.50033473874994
q3768,39.50428267464352,0.1579880665220252,22.86553147656511,17.09724621937745,334.5071590827029,154.3490251950191
q4216,39.43209779418111,0.149369157127319,6.511642953261759,18.88558245151983,209.2141944739403,161.8998458564456
q4460,39.2815291757854,0.1750583430359402,2.783057708313741,53.23710224862933,44.32002863236766,134.8192446473627
q5258,39.31474396047746,0.211228535958013,12.84164687199714,272.0493019553765,26.60991277143916,83.7676129619488
q9938,39.45376544033113,0.1669385732642904,5.620419592579935,30.94670083144436,44.83682282582659,339.0013683361697
r0838,39.26636904759447,0.2716957813573427,4.65273362224108,88.38212111509984,289.166412308066,21.57985798773113
r1077,39.44579757432592,0.1888270951340552,9.695440833691432,42.56853385262227,48.45806424076443,94.51091408977396
r2092,39.52502933726709,0.1220966723621398,20.79364206899772,341.3061682935407,185.3000011590858,72.74884025344053
r3209,39.29585776825622,0.2929111179854069,10.29338519298538,356.5631692863813,39.93778450869131,140.1115215850125
r3562,39.40126108008393,0.2176319448181432,7.982445121163269,96.79280856679974,109.7991271853696,26.43351449050147
r4161,39.28490286229221,0.1932002944735771,9.671868770598168,337.0960520046794,117.5876246971259,347.4687965807324
r4315,39.46843827678109,0.2897191986517353,9.39601077830388,315.8301491287419,59.8943525066662,15.06283080321776
r5024,39.33416585797308,0.3445022208248955,26.41078035028579,65.73859877839426,51.84531716412619,328.6877078660416
r5029,39.21436741831761,0.2141645122067249,17.48465410583504,177.4228134539498,167.4659502514228,69.7859077622431
r5032,39.48423292370613,0.1781412072868279,8.214533648587194,299.7545116367343,73.96217528269742,45.27989174746397
r5167,39.40536466348079,0.1911981147107903,7.333810622316806,173.8343002250386,223.8267341179345,18.40799557363956
r5168,39.43275120749272,0.1752781519506663,4.76064105864917,228.2342467933022,258.3880179007822,328.752677810068
r5229,39.40119909552426,0.1966695082561932,19.06375377000992,108.1297009076969,303.8080656635819,45.70807545674089
r5231,39.4725626270448,0.1982387980112481,7.28147544664289,47.91307431343341,12.35882526935551,53.67866470486087
s3435,39.24788482832699,0.2573029704730082,20.16823348096764,131.4179606842595,67.33010926053974,20.43420522600656
s7616,39.45048319715364,0.2623091934270725,17.593037868159,235.5050373402067,199.5517702021094,341.6108952533594
t2679,39.3990950965227,0.2398131797073199,12.24065738572338,164.142379792266,129.1757318617717,324.0861802621663
t5758,39.4187522618274,0.2575445146809306,24.16294624549831,35.49686864030258,201.9661884880736,354.8303969458163
t5916,39.38180875319902,0.2863002476308059,26.11341327503442,57.5010896414752,204.2234716678818,348.2246559432609
t6067,39.37742756005903,0.198097207424601,19.9894814923371,153.3015712585692,157.0119337281448,318.31040018781
t6068,39.34741238821626,0.0922976171186,15.38531932702681,299.1977930300633,119.1565834185799,252.2389564068509
t6130,39.32147648665234,0.2587736533488312,16.81624431780901,129.4840393316755,160.4981839354464,331.1360747661757
u0039,39.4076630116045,0.3285627295367299,24.02191720416884,97.6122340950556,152.0290004387429,348.5696728674783
v5713,39.51278076812402,0.1785314950654847,13.49674496443732,109.1024014071189,19.79459455754779,296.5061194808313
v6257,39.31450159576106,0.2890570737363911,29.06678538185834,75.09457626978168,185.1034466791246,358.9834689610845
v8834,39.5763367385108,0.1896371404260184,8.84506438392956,233.8816572527487,331.6188073228682,19.02767470992744
v8992,39.38017564783588,0.2789532621557649,6.191105075651389,118.586848422856,129.3750399417699,359.5764831969679
v8993,39.43115242979961,0.0751204701113315,19.38965011135018,320.773656340091,146.2505785543344,208.6353952407128
v9246,39.2415375790445,0.2673394883662182,19.25131305234363,141.2181655174452,131.0799382443252,350.2795439482133
x1486,39.3821044259086,0.2804200138667237,10.3654348481633,285.4988344537493,129.4791885275673,354.602926871077
x4994,39.45401590240586,0.203693293027854,1.588003705751071,338.3131988289977,238.3279093469103,146.7800192650919
z2029,39.51066994004825,0.2517705335745044,4.813401351433959,60.20437737929262,186.6632546143378,0.9913941460171332
z2045,39.52250322641701,0.1752923780540011,5.307034687243028,48.44278192466641,163.5396990824569,150.6892828333272
z2060,39.32534322957168,0.1886790771715108,8.785854068707696,34.62940138500151,194.8006417937491,10.57095522337915
z2088,39.42199465540014,0.2787674145381971,9.287253850071195,164.4907347280081,338.9724653600044,43.3277754282491
z2102,39.38314706472136,0.1387307272602874,11.46168802166194,94.86018718178488,137.5182286868861,156.6560260110498
z2158,39.17433659839245,0.1630294850423133,17.33549291528016,350.5601554797962,207.5498367474385,37.88069477017923
z2208,39.26277379069783,0.3012546541395891,12.90990257000708,232.6642400862713,219.4093996093009,11.5499577294566
z2218,39.53678329312464,0.1139029803353343,2.251702305290269,89.35135466664084,139.1524677941092,46.24622719523602
z2241,39.38110955315929,0.1089858103804721,6.711590622443584,169.3526689221027,129.4486689514171,73.7907334403641
z2332,39.32157866843914,0.2428350016623726,5.666996921442956,155.3105532074794,1.743700157823034,315.294119102992
z2351,39.48617699173066,0.1915679257674946,5.380989206271432,173.3958808221844,79.11564748105226,10.93658515282971
z2352,39.43777966089402,0.0890619570297038,1.801992731911887,336.9292878487599,225.5750208310614,38.46609324799599
z2533,39.30825319416599,0.1247408807117832,13.27050126004885,164.6504494738494,19.04381413218693,289.5389036576834
z2547,39.38467316295085,0.1766119326685497,5.618222290976165,137.8527006689044,34.38444226848315,44.70483149344765
z2574,39.23749457563133,0.1942777407280965,6.495132281673438,80.62142247648949,136.7821889871564,154.4180429160417
z2581,39.30328821703828,0.1334782521841439,9.531231284533956,100.7517336747372,157.4947739123912,109.1834739775714
z2621,39.424716565566,0.1657995658801763,8.345297871252129,118.5249186681198,175.6465327104067,71.94676867646504
z2658,39.35777858043758,0.090854520776264,27.93334855769946,167.3546704784975,251.387441647997,36.15951530826067
z2688,39.25907576514084,0.2945582183156648,17.54125986943672,255.7615749863212,210.9943686428636,354.5126293783374
z2772,39.54822956878947,0.229112298151441,16.65087501216588,82.01035649026387,197.891783027425,338.4948010628199
z2952,39.51342731928148,0.2388776438462931,10.32776477007236,252.6481086909317,357.1139424026482,332.3293743466784
z3620,39.27109481024287,0.2261342005948139,14.84100623893778,149.4486689088909,235.9194020264968,25.98829412619976
J98U43R,39.47410269316602,0.2203556529595634,8.764457192679242,18.87950465472175,53.8875550744772,10.31199923463899
J98W31S,39.36189094738994,0.2005997569775549,6.740833989466495,28.41129473325081,15.96658611546362,29.80168002006142
J98W31V,39.23802262968405,0.2710218964332126,5.723342644284633,273.7977338484063,58.53880758620579,74.91322594170767
J98W31Z,39.49915736771165,0.1675928140499497,14.60342903848415,352.3020984682381,50.56432035481035,43.40695571952319
K00CA5K,39.41223560745146,0.2326743813088872,8.137015510102529,352.3679433794555,326.5224895363269,200.5261286114914
K00F08B,39.27723615900865,0.2962326814554036,4.584436735396247,67.06088589453724,1.740006885191911,114.6260094778465
K00QM6H,39.51316201834077,0.1919900381631231,2.80220043158871,306.9900229876135,350.9772718973235,58.61613642245782
K01FH2U,39.34764713725117,0.2681543261786888,24.73438724911843,134.23233345752,32.45552779175672,53.33177201838338
K01K76Y,39.31994747154864,0.2347285976429835,3.969389124622776,263.0427729720171,90.06919019851384,315.3386964620543
K01V71N,39.44172150675517,0.2461848650739732,18.65919855440785,1.362492503884324,70.4401540121578,20.73538506808629
K02CP1E,39.30511663531414,0.2666213890338942,9.293689245455017,215.0737462898645,342.5441978586891,8.973025871655771
K02G31W,39.3297877417974,0.2427761397410571,2.646794955015749,197.9275584838277,227.1008250154114,109.5496585217489
K02G32E,39.29138010140468,0.2301923231953023,15.70068441701462,104.8285230286672,203.7422224014403,307.0801716630119
K02G32L,39.45505791588863,0.1255834135370128,7.07781816395134,192.5964645627955,11.09274154405618,25.85580786553178
K02G32R,39.53706529795129,0.2757362518613662,3.320618872906257,342.8735519815956,206.9265177898466,38.72663918711621
K02GG6H,39.23608799397159,0.194805578792158,8.660438106515585,219.036917180875,10.78176053768493,3.134408104054094
K02TU1H,39.37399383879589,0.0378204905237279,1.541396071998378,232.1475322138497,93.44500633639548,88.793222183521
K02VD0X,39.47411174785152,0.2224146446136968,1.320625682393783,105.886451828563,296.9026751713573,20.97411961290785
K02VD8D,39.48996178411963,0.147279715544194,2.783292334386597,39.42537729022521,315.1410091813233,60.19894391085635
K03FC7L,39.26173596452485,0.2354262928217651,3.494812715318396,56.07761602539618,314.2513973554278,167.5363891226166
K03H57A,39.41663064182632,0.1709945675823258,27.63413587860871,3.627153580586839,199.7113748748314,23.11890565162096
K03H57F,39.3519768530973,0.1930659155950524,1.422125947544694,123.1201845044263,48.13611537460164,46.05530220940582
K03SV7O,39.3465620325296,0.2754765283632128,6.56393842404752,112.0167665029178,187.3059793749558,64.21963536718265
K03UT2V,39.33620289502831,0.2153829068749566,10.97266074574984,121.9613093010974,235.6685503414842,67.29811133794567
K03WJ1A,39.323649037801,0.2352484792789837,4.518731578913101,226.592799855058,179.2278487363511,34.80526388673844
K03WJ3O,39.42606032592771,0.2440748770185271,6.629331345031008,222.0857998584763,112.9210131249952,52.28172072700853
K04E95V,39.47395108974573,0.1853763885085041,12.27686110545952,255.3342610234478,192.1568299030075,121.2309202750511
K04E96J,39.53796410794477,0.2395716545957534,9.34000303541573,232.4449898991263,18.71680074178877,344.3315684600219
K04FG4W,39.48471103478429,0.156698839528266,9.122734343602971,2.206229981461,197.9776483900323,24.35986775766433
K04H78X,39.40971668493592,0.1526748284076659,16.27197685163462,19.44743687210072,228.9580876585986,14.07483092906898
K04H78Y,39.28966899393109,0.1954524825256409,12.58365656548983,193.8899606211492,25.18199404717112,15.771851264021
K04H78Z,39.5780634340764,0.1508501504953046,13.30947428662826,220.6740179868253,25.7563010199477,354.0254310383298
K04H79A,39.33695154231884,0.245083353190964,22.69963376711708,262.6927955134012,203.2489000428318,96.27626899522204
K04H79B,39.25393584638829,0.2284959249176274,2.661250633094692,188.8232145711602,62.60264020364574,357.8931540124143
K04K19B,39.49050909555808,0.2190774261883926,17.1552291505326,286.3290721048069,43.97160483495901,308.2015133009746
K04K19C,39.2558962760063,0.235990553381508,5.636737095400714,6.780852098433125,240.6005707529753,15.90898549834957
K04K19H,40.77181801033352,0.1172044336070393,35.2294533535804,225.4341905114951,232.9565944795397,145.027840280787
K04M08S,39.34893378291778,0.2967666971690875,12.24647887445988,345.1845736772615,288.3241852504092,31.3493709707727
K04U10S,39.54000130097054,0.2188867443914802,10.28808062418133,7.089860829497513,14.09801818153055,15.72779594172295
K04V75Z,39.47341515496511,0.1927413158117981,4.465564498347776,12.54282810567959,168.6953911007251,284.7997846002939
K04VD0V,39.4487146138313,0.1881291082205339,23.9227664987718,29.10142692413334,46.45002750386782,3.896601107182079
K04VD0X,39.45558037010136,0.2078911950117047,5.744974479019404,291.2834654516598,44.43153728522682,70.18002646167004
K04VD0Y,39.33740867962887,0.2760845045026056,10.2027785430642,180.7212539155166,222.3683447960902,24.57692953196339
K04VD0Z,39.55218484679851,0.281506180984996,11.58185227510806,334.5524993409084,40.06954789473697,40.20247500370215
K05C81D,39.26079056527891,0.1516008577475992,21.34338406487324,2.031159047330121,317.8710663287609,200.201081129393
K05EV8X,39.53498785142253,0.223520919567138,6.653244820391271,27.42577006399264,100.1706926574338,56.77876977676089
K05GI7A,39.36696825983962,0.2172450400288205,18.75175821955245,283.5061027527814,27.72511307124637,310.1133558767222
K05GI7F,39.42995942382267,0.2543871886287805,3.906689124347681,134.9236339498264,128.8939524849104,358.3540933366888
K05GL0V,39.23224019109503,0.1706613395299741,12.01375686610035,260.0931046193925,174.7704431845435,118.4915767233583
K05TI9V,39.39800956447018,0.1881440099735221,34.39114656979687,185.5445013169682,246.2126277867307,21.55486409990059
K05VC3A,39.51437237951505,0.2515841643295967,1.51468851453601,317.3408673101495,39.76764507103224,65.6207209542585
K06HC2T,39.3189993954731,0.1608451041906538,7.207996992651824,317.9467842578129,171.6471479144863,96.70762001176593
K06TC1K,39.34653623612866,0.2498342805451655,27.2493604891341,295.1628045389776,174.2211844600264,331.1169618131163
K06TD0P,39.25430104804454,0.2701053905328212,4.925834904966719,109.8444598800421,8.489720530496522,307.8144139795607
K06WJ5S,39.38058656270409,0.2352684071579098,32.71432698497367,232.044227016573,62.5570204012309,89.6082236432883
K07J45F,39.35235041336133,0.0868931403872141,11.01426756082387,342.4466702691636,176.2647473697566,93.00232688804992
K07Th1V,39.47015530616917,0.2330840673591887,1.805660585221756,2.633014140250352,44.38427406185541,11.14188912950443
K09DE3N,39.35630438939438,0.1976822827119608,10.56179251267715,129.1781989159577,95.04018085690068,352.0291549109775
K09J18Z,39.29485208119214,0.2471103577151498,23.8485598137703,176.4009456253697,37.15886816191423,358.058482975221
K09J19E,39.45277542875002,0.3010679228261125,22.17630463941109,117.4149717565752,144.4019617536447,335.5192815271768
K09Y26T,39.3515534471684,0.1764902598744344,10.18414809661966,21.04270153143036,85.04749807514379,5.781747689531745
K10AF3V,39.40455025621468,0.2552271211298329,7.911847987408937,214.6498721262901,268.2259628270757,13.89623996884481
K10ED9L,39.3377086286832,0.0642814055880243,22.9929092743691,208.7154083545584,331.0900159845044,37.57929693957215
K10LD6B,39.27303083796975,0.2618139414708265,14.08127365556248,158.9012064832464,132.4896446546747,5.285076612595795
K10RJ0K,39.46139439349411,0.1944720346308537,6.635758398830843,214.0228379445671,340.2375517047667,184.6350359839426
K10S41B,39.47967796509737,0.2802881418670905,5.223075338060025,248.8449463443778,139.5521141936659,4.817347050406676
K10TI2J,39.64801390276893,0.2758050851634303,9.501277739070735,170.5428174026352,232.6540774426589,2.037069708524242
K10TI2N,39.60642257580726,0.1450960581386265,13.30100888440042,282.6672361158646,27.45472343607946,72.73423628143391
K10TJ5S,39.45743889200337,0.1246203870539507,15.50298629364563,220.0960776952797,182.1159166372379,9.974344331984076
K11HA4N,39.3963158103184,0.2927967908316498,17.49140899324026,53.83327325978527,161.4257236482292,26.29112429771927
K11Uf0P,39.60174263377836,0.1750653663058737,2.732711753486582,179.2879041700698,241.7385132801593,354.573782980432
K11Uf0Q,39.39529119494804,0.2635086145450996,3.245997470627725,335.4141043577059,10.81930545712349,42.0289614036092
K11Uf0R,39.40583663772213,0.2683425015369275,17.31958574367512,50.34849327202414,27.04933536000684,347.9255642611001
K11Uf0S,39.51022546429018,0.2555521677953875,11.87574075784686,290.3949707079922,20.5773105227432,66.2112916427706
K11Uf0U,39.28815840469424,0.2628544621590355,12.62264648516706,15.39278925512409,19.32919298224355,11.58234128220264
K11Uf0V,39.42456505446696,0.2593421421381052,4.308161638145767,30.03220987254551,332.1499534806827,30.51487657474066
K11Uf0W,39.59419218458219,0.2183772003637161,10.75123764809095,285.4561018351877,17.91367502369422,79.43966788917609
K11Uf0X,39.40005276689792,0.3278033639256304,17.47895043958097,263.5197558169306,223.9616247711365,317.3560027790553
K11Uf0Z,39.52239878846834,0.1247696997403848,3.832765470906351,8.416170188372012,298.4590595914017,84.8946160267506
K11Uf1A,39.21872941547128,0.2445061287771453,8.645583010239257,167.5171346717858,237.9598456917559,6.3150978703199
K11Uf1B,39.6003202620677,0.0437133937044549,14.89986676479656,322.4458766277374,13.37352018626435,65.53092894097398
K11Uf1D,39.2089925064349,0.2883410423047721,15.6988423674902,131.8925831704257,19.08014942338424,289.7679210547009
K12F87N,39.37088665787632,0.2542869940721483,20.64404897249218,160.9154306725452,74.03171267846457,356.3855604629984
K12TW4D,39.3866164313963,0.1386368849752425,9.575926330033042,190.9706402530246,114.6109294632918,61.58145992870948
K12UH7G,39.30157881581,0.2246946466074483,21.87701139078695,130.3918681745345,261.8698560370137,12.56129703736658
K12W37F,39.37740362755261,0.2903047323369412,19.01290202953709,275.1469983592137,173.6173866021563,341.9684676775297
K12XF9W,39.48112878820776,0.2085670303394245,20.97796227858055,273.9979143479889,146.5491445021034,19.69693051029503
K12Y12G,39.42836349389648,0.2145024864161716,30.91790855760955,30.11560127581783,114.4771509550599,322.8432597096252
K13CM3D,39.3907462297929,0.2250376891484579,5.276272649480337,260.7639713370087,73.59277550258795,183.9886580257982
K13F28D,39.64289113707617,0.1833778054695501,6.847887032130284,201.0832454966591,251.1912397197939,101.0799670725123
K13GD7E,39.33539785894767,0.2567571803859502,3.866191696208829,136.7957554616072,31.38633360178977,39.86115390449135
K13GD7F,39.56910953801938,0.1576870176750198,14.67963523495282,101.7759848354874,35.78859896076879,72.40906924975927
K13GD7G,39.33507094060526,0.1354769041981804,2.391600277216753,73.98740818892875,96.06808300852352,46.35967970761479
K13GD7H,39.43835654047681,0.2280722561910442,13.46806089964563,152.5617033829767,35.74049188576087,29.56609949822479
K13GD7J,39.49576222212041,0.2666743407015897,16.87307708677371,230.9164509416128,42.49128124022801,337.9446871982681
K13GD7L,39.26637366932695,0.2000551109984475,10.43941642939825,235.2181947752072,44.49317516428349,330.4271879616887
K13GF8N,39.36213287844982,0.2043901746707023,10.77909514027213,281.5346909182748,205.3934950671342,79.55766159175128
K13HF6W,39.5919945527902,0.2433022018582218,9.930236442026375,35.1267520287711,125.9954319167825,49.44806635857682
K13J64Z,39.4208209393473,0.2326646707144917,10.12819475439492,130.4865157483212,117.1488596064065,5.281321889018858
K13J65A,39.51910516365314,0.1488102269781257,10.22288459646832,45.87563651052085,177.1294802154157,22.95128577193208
K13J65B,39.40276379910615,0.1888553591183156,24.89764328432766,166.4358579356981,72.46286693565854,11.03360291513374
K13J65C,39.3720282139147,0.294314578099012,16.4096184774118,127.3908563612771,87.17733885205716,23.94687169290929
K13J65D,39.37039711007067,0.0936858251444053,13.01506951868604,48.50394217926353,198.0378403062613,5.636902890434266
K13J65E,39.35330765841885,0.2782654907309985,8.048049844534987,66.18603883147334,113.8530652103586,46.743484928333
K13J65F,39.38820805115686,0.1761653730252628,8.315688337989902,119.2372730998682,112.6802558880391,17.2208310056792
K13J65G,39.36500352175478,0.2493384760762516,15.93468606173676,174.6029237610163,85.2391235412118,359.318675384153
K13J65H,39.24892331823126,0.2862263464122038,7.553037261124668,117.6172951016429,160.6113786070471,351.3496312309912
K13M18R,39.4004683324854,0.3403109875348557,31.10590856370604,116.4527898670486,168.2972796521496,343.0387059841679
K13P74X,39.57933898913897,0.1529880983672117,7.833015262559684,126.934305848126,43.12213977108323,181.5923789382896
K13R98D,39.44664652458883,0.2326260262449834,19.54579077911218,104.8480263322389,144.8595172665334,134.7644065394379
K13RA9C,39.41689378120841,0.2790929612587008,43.51491914051287,318.8518239871344,32.81625044994559,26.10697223397365
K13RC4K,39.53864420059863,0.1855802500862701,7.057000784470491,208.5732740234773,92.47153079748912,69.23272429566997
K13RC4X,39.53796829834056,0.2441434998633719,29.47624307168319,232.5134689295897,20.53793487499797,37.31250827505443
K13RF6F,39.38734180630435,0.2583100139011572,6.595911923261586,307.2692240937885,249.3539052048034,137.960335030045
K13RF6G,39.33659626219154,0.1735031491133271,5.372318737457561,331.1072412351433,205.5697385240679,178.7852075583837
K13RF6H,39.37812652399499,0.0565705315727147,9.006927978926983,119.5040340325906,185.9003920486293,58.73022280254526
K13RF6Q,39.48190692654741,0.1238826316072836,12.32999543969891,0.2507963027654537,189.3381880783241,176.2594175385387
K13RF7B,39.55015560686451,0.2278270507070533,8.709686344985773,213.4244600507666,76.97979837232761,63.88147311768724
K13RF7C,39.245707683837,0.2510145240657075,12.81798976514717,249.9659902322773,139.4164067904128,1.021827630847002
K13SA2O,39.35051202709968,0.2196044017633752,9.851220410343556,257.8751967584139,145.2207250157014,358.9229742985796
K13SA2P,39.35717460324789,0.1529919167255541,11.5998852101627,75.5498580867311,146.6873536297418,170.9300489895042
K13SB2U,39.28174788647021,0.205605725975677,2.393595213937448,2.170324661677357,235.3321793986964,110.2831772822829
K13SB3F,39.34209196651315,0.0263367892887119,37.67468507921902,51.52926281554981,46.94739302723519,236.7924139725881
