packed_designation,vtx,vty,vtz
K03UT2V,-0.9800197550249011,0.10573056577789858,-0.16847055297949817
K03WJ1A,-0.9918983119887668,-0.12655228678907943,0.011057006027395884
K03WJ3O,-0.7318549534287693,0.6797979600094786,0.047571637650238294
K04E95V,0.6672015356930431,-0.7217635921502518,0.18411797254806558
K04E96J,0.6732815603922624,-0.7243468455709463,-0.14836976695802961
K04FG4W,0.8028880764201765,-0.5820714596648712,0.1286994661446383
K04H78X,0.977160142231025,0.017381564569755092,0.21179220393619436
K04H78Y,0.8982947644063553,-0.40625950106624426,-0.1673909616243871
K04H78Z,0.8034245088418386,-0.5601189174782989,-0.20193032678423706
K04H79A,0.6489196915496729,-0.6681666107781222,0.36394589455076265
K04H79B,0.8695651041601661,-0.4916335538441524,-0.046400197860443526
K04K19B,0.9624348387144167,-0.13412118894881467,-0.23607347988224126
K04K19C,0.9911094630901439,0.10625438291913808,0.08007520392505962
K04K19H,0.8008577541365053,-0.23432621377482465,0.5511062358360576
K04M08S,0.5431415140101636,0.8226514211120881,0.1680533697996231
K04U10S,-0.7455194089784769,0.6499821134357648,0.14739085131024576
K04V75Z,-0.9998301152445337,0.011470645197660688,0.014427922541082305
K04VD0V,-0.9509456159477963,0.0111530033347806,0.30915699252367024
K04VD0X,-0.8939503918685113,0.4381035729559047,0.0944349312564241
K04VD0Y,-0.9889644661910703,0.07194012942816046,-0.12951410112134848
K04VD0Z,-0.9614435690066077,0.2224245035618546,0.16172075881314374
K05C81D,-0.4013325369143583,-0.8462420855022146,-0.35043762289278796
K05EV8X,0.3881684058694735,-0.9212330629970277,-0.0255916456263841
K05GI7A,0.879008255260536,-0.4002563967957318,-0.25911253155323555
K05GI7F,0.9513812949040212,-0.3057295277206766,-0.03745781075342931
K05GL0V,0.4414240729415965,-0.8795019153305167,0.17782342016057584
K05TI9V,-0.8436815049081617,-0.29897144556933797,-0.4458896646145543
K05VC3A,-0.9950777571432275,0.09729585650099425,0.018808868826740904
K06HC2T,0.8650949425760422,-0.49943879398224394,0.04660076603357585
K06TC1K,-0.9013769942501999,0.4025754916695603,-0.15953835821985543
K06TD0P,-0.6921169200707779,0.7183790365103335,0.07004090843375367
K06WJ5S,-0.5647239502867892,0.6462719982018724,0.5132439617887806
K07J45F,0.9822541439638879,-0.1860537280382852,0.023681362900515014
K07Th1V,-0.9363764053509911,0.3498360859448145,0.02852964200211333
K09DE3N,0.4568044316964451,-0.886783583413661,-0.07031775999357659
K09J18Z,0.3242794762221893,-0.8617399319997101,-0.39018855813336906
K09J19E,0.6235149268169694,-0.7742228120386307,0.10866541931739086
K09Y26T,-0.8613695330826033,-0.48635950955278007,0.14661839906586513
K10AF3V,-0.4925417236538653,-0.8678817700362466,-0.06468294751192759
K10ED9L,0.6770729505756724,-0.72431487149906,-0.13015447177893383
K10LD6B,0.7652954406946557,0.5962234371879933,-0.24257061116241613
K10RJ0K,-0.23519682891827845,0.9671319751731005,0.09663433274237289
K10S41B,-0.7131521015527824,0.7009794683119362,-0.00647032116394141
K10TI2J,-0.8216788638405665,0.545627966868167,-0.16472390988859506
K10TI2N,-0.5652526677824068,0.7928043159280983,0.2279270458077594
K10TJ5S,-0.8430395973446027,0.5160233653098087,-0.1516711039169624
K11HA4N,0.9853183363551423,-0.1631929249804414,-0.05015820250629485
K11Uf0P,-0.748894925492857,0.6610606106862725,-0.04642477323736588
K11Uf0Q,-0.7495666629599063,0.6604131877967866,0.04476872974785457
K11Uf0R,-0.764546834839508,0.5848937918466082,0.270864153398316
K11Uf0S,-0.6255411748381867,0.7554392759018713,0.1949608653215239
K11Uf0U,-0.8561905808518089,0.48899513670167255,0.16679761851643615
K11Uf0V,-0.7716007608423381,0.6359254177915827,0.015202923209896507
K11Uf0W,-0.660920704100582,0.7307990300017717,0.17063587149149123
K11Uf0X,-0.822351655441783,0.4891526746465526,-0.2906327849336384
K11Uf0Z,-0.6753841285529263,0.7372872549081031,-0.01624138691363291
K11Uf1A,-0.8775933508200083,0.45538581969753356,-0.14984547312119678
K11Uf1B,-0.6995557134730979,0.6801535562524152,0.21911856074814223
K11Uf1D,-0.8149505218224927,0.5371457646141117,0.21755476215971004
K12F87N,0.6022957810937762,-0.7417484474586409,-0.2950407306954992
K12TW4D,-0.3203837388767978,0.9471279716086288,-0.017403024445434706
K12UH7G,-0.7650251168228206,0.5498179820964345,-0.3353159065622069
K12W37F,-0.8092752956726751,0.5645555644283746,-0.16232840320431757
K12XF9W,-0.9782017224211574,-0.0027953784327723746,0.20763808926037225
K12Y12G,-0.8798141818404708,0.018624319125086816,0.474952776778397
K13CM3D,-0.46248431239698334,-0.8864478093531706,0.01784774718709547
K13F28D,0.4721105415670576,-0.8771729633675387,0.08763120949907169
K13GD7E,0.7350079777290096,-0.6749541430799157,-0.06480877574810533
K13GD7F,0.6693158593738614,-0.6992502839638828,-0.25112809633145117
K13GD7G,0.7255039807507527,-0.6876843949292892,-0.027095145054947183
K13GD7H,0.7832071169680128,-0.580614615722106,-0.22242589763902174
K13GD7J,0.7906619793683225,-0.542727300525787,-0.2833738019742798
K13GD7L,0.8285264310960513,-0.5313020931455873,-0.17681074287032933
K13GF8N,0.689936116390233,-0.7018857753488064,0.1770438184839212
K13HF6W,0.7647000292257787,-0.6430061257527446,-0.04215433010425963
K13J64Z,0.9805512743882128,-0.1321681093095257,-0.14508890094420504
K13J65A,0.9634226938303355,-0.2651257288078145,0.03905202858783343
K13J65B,0.8926755787901952,-0.167366959089219,-0.4184717577529189
K13J65C,0.9361762455637731,-0.21453062559198638,-0.27847916964331226
K13J65D,0.9646677842571261,-0.23428033171733986,0.12053543954729667
K13J65E,0.9280560536898035,-0.35890539759806184,-0.09949309918122749
K13J65F,0.9715022458987229,-0.20471396977412656,-0.11948044523291385
K13J65G,0.9013390137921043,-0.34290644700847145,-0.2645810855225731
K13J65H,0.9689222575792528,-0.24708642121038255,-0.011745604325421356
K13M18R,0.9284661678832532,-0.3582456611488329,0.09803377664979587
K13P74X,0.21724943262591118,0.9730524021955802,0.07727681803186995
K13R98D,-0.6362882750713594,0.765905984878344,-0.0923322984347738
K13RA9C,-0.44068542138869,0.5772966567165408,0.6874044875612736
K13RC4K,-0.4379441294663158,0.8976454078303489,0.049372677333496685
K13RC4X,0.7995128865751524,0.5817741005599336,0.14939223580209163
K13RF6F,0.18000349049621606,0.9834498466087991,-0.02061898674300618
K13RF6G,0.004688865061244689,0.9964262843075644,-0.08433667343130434
K13RF6H,-0.14850830590283018,0.9764686844720948,-0.15637835951054052
K13RF6Q,-0.15992434939013114,0.9637552435150981,-0.21354164247119833
K13RF7B,-0.23213950695926808,0.9702930611618474,0.06813680921410642
K13RF7C,-0.6452370784069618,0.763116843218987,-0.03635651584429046
K13SA2O,-0.5606864712818143,0.8256865186573652,-0.06222904329192108
K13SA2P,-0.6222270875687131,0.7802411750319633,-0.06369584194041387
K13SB2U,-0.06699591833176716,0.9974139454471824,-0.02601861553519799
K13SB3F,0.49258124744752674,0.8531425911900183,0.1717889221126311
K13TH1Y,-0.3779557724591178,0.8544740298364419,0.3564036565467628
K13TH2A,-0.38256871418106203,0.8972525160347985,-0.22040667276439832
K13TI7L,-0.5130253117459028,0.7963247821726395,0.32042451654908877
K13TI7O,-0.5881179687157168,0.801092521800727,0.11121162883732542
K13TI7U,-0.64311659786328,0.7419624156027801,0.1894539927941546
K13TI8B,-0.7419987840615022,0.6419722643140513,0.19315645550367294
K13TI8E,-0.7744444476913459,0.6268340060803926,0.08552734218513067
K13TM7R,-0.589369062079372,0.7485301446986163,-0.3038860495994345
K13TM7V,-0.4580812711460222,0.8887423861352082,0.017277734572019997
K13TM8E,-0.20455383945951142,0.9787738077691907,0.012631705639841506
K13TM9E,-0.430182155105589,0.9025887297971408,-0.01664026057173647
K13TM9Q,-0.24559504669638063,0.9648748126883399,0.09327201551292656
K13U16X,-0.34899917563860317,0.934218303825846,0.07372744536693786
K13U17A,-0.45519449876975865,0.889724825718966,0.03446306412819197
K13U17F,-0.500620897240829,0.8200846166211251,-0.2772001782596279
K13U17J,-0.4484521828235543,0.8861148419799889,0.11700908744011619
K13U17V,-0.3942911875194491,0.9185831035949931,0.02719450742876025
K13U17X,-0.47145591073952386,0.8803121737292808,0.05272381826835381
K13U18W,-0.5352896481048934,0.8389682925094997,-0.0979652836235053
K13U31F,-0.6398014003116604,0.6575718599076779,-0.3978107806693979
K13V24F,-0.9502998420830889,0.0284814793799645,0.3100306685945524
K13V46N,-0.6342393442832179,0.7721751094782322,0.03854937697906153
K13V46Q,-0.4866581797162958,0.864607328742691,0.1249719296468203
K13V46R,-0.5800698036308546,0.8004104561077413,0.15120226410030913
K13V71Q,-0.6495805478570762,0.7598414278367648,0.026193823483548317
K13V71R,-0.6583658293404623,0.7140301361940026,0.2381499514247681
K13V71S,-0.8346284951441535,0.5327758047489601,0.13980420940552457
K13V71T,-0.821925419242557,0.5667501173218706,0.056858681998379165
K13V71Y,-0.37288021759958145,0.9174625713224804,0.13864621720490916
K13V72C,-0.6970565147643629,0.7066167829991392,0.12167554071590075
K13V72F,-0.6506896863136254,0.6600023791977442,-0.3754993895845806
K13WC3J,-0.6763098242583065,0.7269538944741464,0.11892458501323443
K14F62B,0.4711410475737855,-0.8765230248441027,0.09865850297475959
K14G54J,0.8507581640856853,-0.43641471962044986,0.29283568556471773
K14G54K,0.733790649772891,-0.544028869697731,0.4069199813738415
K14HK0D,0.729786752866388,-0.6390000193431773,-0.24308490413876446
K14J80O,0.9362718041462073,-0.31330640623027395,0.15885277641853324
K14J80T,0.9888765839681659,-0.08002681847825918,-0.1253746784789441
K14J92Q,0.9902985447362183,-0.03390205603039817,-0.1347569771486431
K14KA1X,0.9787295147691888,-0.20039372625982801,-0.043941909327763054
K14KA2C,0.9969626237424164,-0.05654643474007389,-0.05355396884287651
K14KA2D,0.9951218081285648,0.09496154553505141,0.026737461669542394
K14M70F,0.9546868805969687,-0.2933873626232272,-0.04996814454246238
K14M70H,0.2925268554338735,0.9559577832172097,-0.023932311973731264
K14N86T,0.8564494054339788,0.5128292476874424,0.05916568809805069
K14Od3V,0.5048808655356584,0.863165879112869,-0.006322717079915434
K14Qi1M,-0.8592686187476913,0.4364010375615852,0.26685497044388445
K14Qp0T,0.7958404407557036,0.5349306252119405,0.2837026948552488
K14Qp0Z,-0.4184759353849272,0.8597321758616855,0.2928113339538652
K14R74N,-0.6784258384966287,0.7215438905447737,0.1382490349972036
K14R86U,-0.5457055729700473,0.8252644795457023,-0.14540965040049356
K14R86W,-0.7259067317586985,0.6840136073733407,0.07200556725360874
K14SZ0F,0.04618668291192222,0.9904313089648001,0.13004850073671187
K14Sb3P,-0.7297889144178552,0.6642224287279784,-0.16191573600954862
K14Se4B,-0.642863364599593,0.7651636149203694,-0.035374240029763415
K14Se4C,-0.7315350628875381,0.660095131777622,-0.17067767507676473
K14TB5H,-0.46413889007480374,0.8782829036117733,-0.11486614794360116
K14TB5K,-0.4956223130616858,0.8500632217039236,-0.17818822043482685
K14UM8F,-0.6102020773369575,0.7691598648621242,0.18985922969121305
K14UM8M,-0.805602354300874,0.5885800223237224,-0.06766390519542477
K14UM8O,-0.6167979387613014,0.7803827345781162,0.10277689580927837
K14UM8U,-0.6250552847354315,0.7781415071072888,-0.06165781330136473
K14UM8V,-0.672007418022588,0.7272850646869191,0.1395079381467533
K14UM8Z,-0.6843065384600138,0.72918619213373,-0.003472552718751798
K14UM9B,-0.5427924564708735,0.8380568450655378,0.05510965103420581
K14UM9O,-0.6192905385828831,0.771942744419375,0.1434699556004875
K14UM9T,-0.4552240743806525,0.5720431226588124,-0.6823032375146943
K14UM9U,-0.5826569990417501,0.8045665721028394,-0.11481921669454359
K14UR6W,-0.5942580238882654,0.8042472823011588,-0.006611350513601594
K14UR7H,-0.5527850430685212,0.8315228317626466,-0.054758345639385884
K14Wo9C,-0.9437440999651346,-0.2925483795809584,-0.15415096297316272
K14Wp0B,-0.9733107049163063,0.0711483444203212,0.21818383253937582
K14Wp0E,-0.8927662905111793,0.053654570592501005,0.447313690357721
K14Wp0O,-0.9713812448784066,0.20733402592705244,0.115892531214731
K14Wp0R,-0.9579105959840499,-0.2820507830015793,-0.053428886472380144
K14Wr6C,-0.7111438627916439,0.6356129099691378,0.3004507199098448
K14Wr6D,-0.41463847593486,0.8848030173287187,0.21259951740399524
K14Wy1X,-0.4435443800279399,0.8959983452070691,-0.021338892469483436
K14X54T,0.03486785814037513,0.9466118797799766,0.32048429217064867
K14Y72R,-0.23744784849075257,0.9625723532170964,0.13066362948125113
K15Bp9A,0.6852696680692458,-0.728104252051695,0.016421941678955783
K15FY5R,0.4009025836221007,-0.9138956224408284,-0.0638115172097908
K15G54F,0.4039911105734652,-0.895749998878831,0.18553469240600967
K15G54G,0.48976102674597405,-0.8717650655804245,-0.01264148386414558
K15G54J,0.492189380515249,-0.8070621319076905,-0.32619063283397487
K15G54K,0.6029121972276392,-0.6317344912772572,0.48724574391656317
K15G54L,0.6473408365365967,-0.7621874618471232,-0.004484903024522936
K15G54M,0.46614203095849577,-0.8703530872650193,0.158735977214174
K15G54N,0.6497188379910047,-0.7600096465543604,0.01583567819623084
K15G54O,0.6859364108618728,-0.7066711918659172,-0.17351388083014052
K15G54P,0.49474259879519167,-0.8482393887563664,-0.18899656160789338
K15G54Q,0.4614115291332987,-0.8689753062335622,0.17883321262885676
K15G54R,0.5593558873499979,-0.8106067526377596,-0.1733138305645643
K15G54S,0.6012185124490528,-0.7989857274967765,0.012574082272467813
K15G54T,0.6021773844280124,-0.7908422814467196,-0.10932009677815546
K15G54U,0.5216842289178679,-0.8479536836480708,-0.09391547096212058
K15G54V,0.6572154935014147,-0.7535502662328784,-0.015158870737959927
K15G54W,0.623963586840198,-0.7810633733225739,-0.024687023949359996
K15G54X,0.6677905518514062,-0.7072973044098945,-0.23191874014941366
K15G54Y,0.6067831725677776,-0.7931423868057864,-0.05233866391686939
K15G65R,0.6944890228814208,-0.7195031195782506,0.0005079511543978933
K15KH3C,0.8145087237358204,-0.5066626871862574,-0.2826100854029202
K15KH3D,0.9346635525407865,-0.3553566855785483,-0.01121024381826189
K15KH3E,0.9292529719644433,-0.35346780510073156,-0.10746825043946912
K15KH3F,0.9405029430401163,-0.21387353850613056,-0.26403091421223085
K15KH3G,0.9274085673423519,-0.3729027689406716,0.029272412548106506
K15KH3H,0.9429451355457067,-0.3201432884780575,0.09144805188271797
K15KH3J,0.8476046645226475,-0.5108692323408492,-0.14345368634831807
K15KH3K,0.9042503413687117,-0.3999892100074978,-0.14946555460087108
K15KH3L,0.8967976257667503,-0.42088278159966463,-0.13642471393427458
K15KH3M,0.8452860201736309,-0.5249550931649115,0.0995675361713999
K15KH3N,0.9540166263059934,-0.26972932649236603,-0.13076072484391113
K15KH3O,0.9199403645923391,-0.32226817072503877,-0.22327774571428222
K15KH3P,0.9214267035626599,-0.37437468187854656,-0.1040020554123191
K15KH3Q,0.7570650929799275,-0.21503631536215567,-0.6169374587968873
K15KH3R,0.8568637394354681,-0.512923079567677,-0.05190805802066335
K15KH3S,0.8307511283119824,-0.29834358216539203,0.46994007042291086
K15KH3T,0.9256649669035546,-0.3712504727891459,-0.07292088522006013
K15KH3U,0.8831700668687047,-0.4065249509411254,-0.23398311317153575
K15KH3V,0.9299249119710707,-0.3669671590667076,0.02397419992629201
K15KH3W,0.8459881144681665,-0.41881701688101713,-0.32999457048485287
K15KH8G,0.795747362903494,-0.3942537254714131,-0.4597283267148615
K15KJ9M,0.854505184871075,-0.5130115306684777,-0.0814865536738144
K15RR7R,-0.20889773165578804,0.9680240967347428,0.13889235346105883
K15RR7S,-0.21991098263347966,0.9732074725402143,-0.0671295397650349
K15RR7T,-0.2302355482259346,0.9684773627345623,-0.0950956897225646
K15RR7U,-0.5256558473275788,0.8081469050771398,-0.26567745479164356
K15RR7V,-0.29059231840061095,0.9532338477789762,0.0830742796239932
K15Ta1C,-0.4433449528803618,0.8959954452314426,-0.025247076662828917
K15Ta1P,-0.38887446889242955,0.9156117455762403,-0.102136079846748
K15Te8Q,-0.7317359078025365,0.6584244925064826,0.17618101174638143
K15VG4J,-0.8087881125281942,0.5776060013545846,0.11060332830547451
K15VG4K,-0.8549784651331076,0.5182472264775385,-0.020775861160829315
K15VG4L,-0.8864075850647584,0.42461766159431225,-0.18434053976768514
K15VG4M,-0.8530037138275223,0.42003036356795165,0.3097727519931809
K15VG4N,-0.8872937850160929,0.4311606921348916,0.1637381953900086
K15VG4O,-0.9351760489424163,0.26440795477060525,0.2356569348406213
K15VG4P,-0.851978209014387,0.5159386175606501,-0.08910933887221076
K15VG4R,-0.9524389289265098,0.30365759768300504,0.02553722840695979
K15VG4S,-0.8639252662983918,0.3727277053708255,-0.3386845020077712
K15VG4U,-0.6779902055669603,0.41581292738241066,-0.6061591297480726
K15VG4V,-0.8802460814425154,0.4735677468228708,0.030007087066325225
K15VG4W,-0.8657569618927935,0.5001479860944071,-0.017800981429933405
K15VG4X,-0.9490358587443717,0.18296772253070726,-0.2566198576284757
K15VG4Y,-0.9174443556674979,0.397845917985963,-0.0038052326809392472
K15VG4Z,-0.927134158658576,0.3739839954557365,-0.023626743140301915
K15VG5A,-0.809590461059943,0.5356339937441676,-0.24012394738222514
K15VG5B,-0.8698098934063521,0.49280303984649,0.02399819265046784
K15VG5C,-0.8563012485748489,0.46336753918188683,-0.22811991434698847
K15VG5D,-0.8984828868089123,0.39058454506810314,0.20043007575078758
