resonant_des,ePh,qPh_au,tpPh_jd,WPh_deg,wPh_deg,iPh_deg
K13J65D,0.0921831696187439,35.68744352236401,2457951.4778411,198.0341652079402,47.44500402970208,13.01565765658887
K13J65E,0.2792991009503518,28.35092238986193,2447834.0704517406,113.7758400760032,65.87427437420745,8.05607176134617
K13J65F,0.175438925780333,32.43990563619343,2455149.9678156474,112.6044939008611,118.6542731948392,8.324211948639109
K13J65G,0.2483396102536444,29.56341080598798,2459700.115980778,85.20366183549017,174.2569362625924,15.95321023424965
K13J65H,0.2842722337035046,28.02999061104127,2461727.0469310167,160.5587845471752,117.5238649940749,7.552459406815106
K13M18R,0.345280469905396,26.04373541584761,2463741.029025466,168.2331549378016,115.7321208521905,31.08687243282367
K13P74X,0.1567949911870627,33.26285179920283,2413965.0953208418,43.01869144196071,127.1231119897128,7.841769625685447
K13R98D,0.2317336119563403,30.27726873057128,2425573.796526612,145.0051470777098,104.2656308198293,19.56584066270086
K13RA9C,0.2783272695625308,28.43470504260413,2453074.6457274063,32.81679056171112,319.2193861286798,43.52716281500746
K13RC4K,0.1836314325179423,32.17510616503341,2441989.2485232726,92.5093235853228,207.8725748451078,7.055845315708821
K13RC4X,0.2439063029395841,29.84669950576944,2450100.453174142,20.44480582671112,232.0938025251689,29.48321645719923
K13RF6F,0.2616606039970771,28.99161228264745,2425054.001177737,249.3099989113866,306.9086628483828,6.596961173351673
K13RF6G,0.1773708752150576,32.25157430280598,2415047.7486537565,205.4837002477799,331.1563779248251,5.383795711323371
K13RF6H,0.0542504346989416,37.09837431153785,2444202.0937183807,185.8880327672966,116.6254728824727,9.027366719239266
K13RF6Q,0.1277105856236089,34.3198237188425,2415407.824708128,189.3103680427265,0.1159030438440129,12.36529691431697
K13RF7B,0.2259828573537797,30.50135531048662,2443354.61320826,76.99362720184027,212.7866110111613,8.709364337451694
K13RF7C,0.2478513636167833,29.38576173152693,2459367.0559669915,139.4852927820604,250.1612720629079,12.82933502323909
K13SA2O,0.2179167838288999,30.69238000940873,2459934.398824279,145.3140470886186,258.3081095437887,9.860376552490775
K13SA2P,0.1559744920142777,33.11679667840635,2416737.961561084,146.8097271619505,74.72812313011501,11.61356660373121
